CCD,PDB,nuc_len,prot_len,split,json
5CM,9KKZ,18,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5CM/9KKZ/5CM_9KKZ.json
5CM,9KL1,18,,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5CM/9KL1/5CM_9KL1.json
5FC,1VE8,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/1VE8/5FC_1VE8.json
5FC,4QC7,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/4QC7/5FC_4QC7.json
5FC,4QKK,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/4QKK/5FC_4QKK.json
5FC,4R2D,22,87,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/4R2D/5FC_4R2D.json
5FC,4R2Q,22,88,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/4R2Q/5FC_4R2Q.json
5FC,5KL4,22,90,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/5KL4/5FC_5KL4.json
5FC,5MVU,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/5MVU/5FC_5MVU.json
5FC,5ZAS,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/5ZAS/5FC_5ZAS.json
5FC,6GCE,24,316,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FC/6GCE/5FC_6GCE.json
5FU,2E9T,15,474,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5FU/2E9T/5FU_2E9T.json
5HU,4E9H,24,137,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5HU/4E9H/5HU_4E9H.json
5HU,4EA4,24,137,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5HU/4EA4/5HU_4EA4.json
5HU,4EW0,22,143,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5HU/4EW0/5HU_4EW0.json
5IU,1A6Y,40,162,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1A6Y/5IU_1A6Y.json
5IU,1AIS,34,374,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1AIS/5IU_1AIS.json
5IU,1BF4,16,63,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1BF4/5IU_1BF4.json
5IU,1CKT,33,71,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1CKT/5IU_1CKT.json
5IU,1GA5,40,161,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1GA5/5IU_1GA5.json
5IU,1JJ6,28,47,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1JJ6/5IU_1JJ6.json
5IU,1JJ8,28,49,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1JJ8/5IU_1JJ8.json
5IU,1K61,42,233,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1K61/5IU_1K61.json
5IU,1LEI,34,585,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1LEI/5IU_1LEI.json
5IU,1OMK,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1OMK/5IU_1OMK.json
5IU,1P59,21,214,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1P59/5IU_1P59.json
5IU,1ZME,34,140,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/1ZME/5IU_1ZME.json
5IU,2BSQ,72,836,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/2BSQ/5IU_2BSQ.json
5IU,2H1O,72,828,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/2H1O/5IU_2H1O.json
5IU,2IRF,25,218,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/2IRF/5IU_2IRF.json
5IU,2NLL,36,169,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/2NLL/5IU_2NLL.json
5IU,2Q2K,20,89,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/2Q2K/5IU_2Q2K.json
5IU,2RAM,40,546,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/2RAM/5IU_2RAM.json
5IU,3BSU,24,144,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/3BSU/5IU_3BSU.json
5IU,454D,16,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/454D/5IU_454D.json
5IU,4GRE,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/4GRE/5IU_4GRE.json
5IU,4GS2,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/4GS2/5IU_4GS2.json
5IU,6UKE,26,258,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/6UKE/5IU_6UKE.json
5IU,6UKF,26,258,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5IU/6UKF/5IU_6UKF.json
5MC,6A6J,5,90,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5MC/6A6J/5MC_6A6J.json
5MC,7F3I,5,93,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5MC/7F3I/5MC_7F3I.json
5MC,7F3J,5,89,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5MC/7F3J/5MC_7F3J.json
5MC,7F3K,6,90,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5MC/7F3K/5MC_7F3K.json
5MU,1H4S,67,946,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5MU/1H4S/5MU_1H4S.json
5MU,1I9V,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5MU/1I9V/5MU_1I9V.json
5MU,3BT7,19,369,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5MU/3BT7/5MU_3BT7.json
5NC,10MH,24,327,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5NC/10MH/5NC_10MH.json
5SE,3IJN,8,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/5SE/3IJN/5SE_3IJN.json
64T,3CVU,30,501,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/64T/3CVU/64T_3CVU.json
64T,3CVV,30,519,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/64T/3CVV/64T_3CVV.json
64T,3CVW,30,502,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/64T/3CVW/64T_3CVW.json
64T,3CVX,30,502,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/64T/3CVX/64T_3CVX.json
64T,4GLE,30,292,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/64T/4GLE/64T_4GLE.json
64T,6FN0,28,496,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/64T/6FN0/64T_6FN0.json
6MA,1DA3,20,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/1DA3/6MA_1DA3.json
6MA,1G38,20,393,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/1G38/6MA_1G38.json
6MA,1J3E,20,115,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/1J3E/6MA_1J3E.json
6MA,1LRR,24,118,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/1LRR/6MA_1LRR.json
6MA,2AOR,44,441,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2AOR/6MA_2AOR.json
6MA,2IBS,20,393,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2IBS/6MA_2IBS.json
6MA,2IBT,20,393,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2IBT/6MA_2IBT.json
6MA,2IH2,20,393,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2IH2/6MA_2IH2.json
6MA,2IH4,20,393,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2IH4/6MA_2IH4.json
6MA,2IH5,20,390,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2IH5/6MA_2IH5.json
6MA,2JG3,20,392,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2JG3/6MA_2JG3.json
6MA,2NP6,20,393,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2NP6/6MA_2NP6.json
6MA,2NP7,20,393,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/2NP7/6MA_2NP7.json
6MA,4DNB,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/4DNB/6MA_4DNB.json
6MA,4KYW,40,254,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/4KYW/6MA_4KYW.json
6MA,5YIV,18,45,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/5YIV/6MA_5YIV.json
6MA,5YIW,21,135,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/5YIW/6MA_5YIW.json
6MA,6WE9,11,164,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/6WE9/6MA_6WE9.json
6MA,6WEA,10,163,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/6WEA/6MA_6WEA.json
6MA,7L4X,13,165,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/7L4X/6MA_7L4X.json
6MA,7L4Y,26,164,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/7L4Y/6MA_7L4Y.json
6MA,8W2Q,82,2306,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MA/8W2Q/6MA_8W2Q.json
6MZ,4R3I,5,164,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/4R3I/6MZ_4R3I.json
6MZ,4RCJ,5,188,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/4RCJ/6MZ_4RCJ.json
6MZ,5LQT,18,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/5LQT/6MZ_5LQT.json
6MZ,5LR4,40,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/5LR4/6MZ_5LR4.json
6MZ,5LR5,40,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/5LR5/6MZ_5LR5.json
6MZ,6Q8U,21,122,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/6Q8U/6MZ_6Q8U.json
6MZ,6Q8V,19,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/6Q8V/6MZ_6Q8V.json
6MZ,7PO6,3,166,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/7PO6/6MZ_7PO6.json
6MZ,7V4G,4,214,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/7V4G/6MZ_7V4G.json
6MZ,7WKV,4,219,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/7WKV/6MZ_7WKV.json
6MZ,7WL0,8,216,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/7WL0/6MZ_7WL0.json
6MZ,7Z26,4,149,post,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6MZ/7Z26/6MZ_7Z26.json
6OG,153D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/153D/6OG_153D.json
6OG,1D24,12,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/1D24/6OG_1D24.json
6OG,1D27,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/1D27/6OG_1D27.json
6OG,218D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/218D/6OG_218D.json
6OG,2J6S,30,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/2J6S/6OG_2J6S.json
6OG,2J6T,30,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/2J6T/6OG_2J6T.json
6OG,2J6U,32,345,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/2J6U/6OG_2J6U.json
6OG,3GX4,28,108,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/3GX4/6OG_3GX4.json
6OG,4NXZ,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/4NXZ/6OG_4NXZ.json
6OG,4OFH,24,141,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/4OFH/6OG_4OFH.json
6OG,4Z6F,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/4Z6F/6OG_4Z6F.json
6OG,4ZYD,26,149,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/6OG/4ZYD/6OG_4ZYD.json
70U,1FIR,76,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/70U/1FIR/70U_1FIR.json
77Y,6EO6,15,288,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/77Y/6EO6/77Y_6EO6.json
7DA,1U1K,11,183,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/7DA/1U1K/7DA_1U1K.json
7DA,3OPI,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/7DA/3OPI/7DA_3OPI.json
7GU,1U1M,11,183,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/7GU/1U1M/7GU_1U1M.json
7GU,2QEG,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/7GU/2QEG/7GU_2QEG.json
8AA,5G34,28,228,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8AA/5G34/8AA_5G34.json
8DT,6EO7,15,289,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8DT/6EO7/8DT_6EO7.json
8OG,178D,24,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/178D/8OG_178D.json
8OG,183D,10,,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/183D/8OG_183D.json
8OG,1MQ3,30,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/1MQ3/8OG_1MQ3.json
8OG,1R2Y,24,273,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/1R2Y/8OG_1R2Y.json
8OG,2ASD,31,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2ASD/8OG_2ASD.json
8OG,2ASL,30,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2ASL/8OG_2ASL.json
8OG,2C22,30,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2C22/8OG_2C22.json
8OG,2C28,30,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2C28/8OG_2C28.json
8OG,2C2D,28,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2C2D/8OG_2C2D.json
8OG,2C2E,29,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2C2E/8OG_2C2E.json
8OG,2C2R,29,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2C2R/8OG_2C2R.json
8OG,2F5Q,20,273,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2F5Q/8OG_2F5Q.json
8OG,2F5S,23,273,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2F5S/8OG_2F5S.json
8OG,2UVR,31,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2UVR/8OG_2UVR.json
8OG,2UVU,31,344,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2UVU/8OG_2UVU.json
8OG,2UVV,30,343,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2UVV/8OG_2UVV.json
8OG,2UVW,31,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2UVW/8OG_2UVW.json
8OG,2XCA,29,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2XCA/8OG_2XCA.json
8OG,2XCP,30,342,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2XCP/8OG_2XCP.json
8OG,2XHI,28,316,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/2XHI/8OG_2XHI.json
8OG,3CVS,24,564,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3CVS/8OG_3CVS.json
8OG,3CVT,48,1128,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3CVT/8OG_3CVT.json
8OG,3CW7,48,1128,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3CW7/8OG_3CW7.json
8OG,3CWA,48,1128,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3CWA/8OG_3CWA.json
8OG,3GII,31,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GII/8OG_3GII.json
8OG,3GIK,30,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GIK/8OG_3GIK.json
8OG,3GIM,31,341,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GIM/8OG_3GIM.json
8OG,3GPY,31,273,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GPY/8OG_3GPY.json
8OG,3GQ4,23,273,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3GQ4/8OG_3GQ4.json
8OG,3I0W,25,290,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3I0W/8OG_3I0W.json
8OG,3I0X,25,291,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3I0X/8OG_3I0X.json
8OG,3KNT,30,207,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3KNT/8OG_3KNT.json
8OG,3RJE,31,329,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJE/8OG_3RJE.json
8OG,3RJF,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJF/8OG_3RJF.json
8OG,3RJG,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJG/8OG_3RJG.json
8OG,3RJH,31,326,pre,/Users/amcshan3/Desktop/Manuscripts/MODNAP_v2026/Fu-et-al_MODNAP_2026/MODNAP/MODNAP/8OG/3RJH/8OG_3RJH.json
