CCD,PDB,INF_WC,INF_all,TP_WC,FP_WC,FN_WC,TP_all,FP_all,FN_all,note,af3_path,exp_path
5CM,6MG3,0.9608,0.9564,24,2,0,76,6,1,,../MODNAP_AF3_models/5CM/6MG3/af_output/5cm_6mg3/5cm_6mg3_model.cif,../MODNAP/5CM/6MG3/5CM_6MG3.pdb
5CM,6ML6,0.9695,0.9612,47,0,3,124,5,5,,../MODNAP_AF3_models/5CM/6ML6/af_output/5cm_6ml6/5cm_6ml6_model.cif,../MODNAP/5CM/6ML6/5CM_6ML6.pdb
5CM,6ML7,0.9507,0.9494,47,0,5,122,6,7,,../MODNAP_AF3_models/5CM/6ML7/af_output/5cm_6ml7/5cm_6ml7_model.cif,../MODNAP/5CM/6ML7/5CM_6ML7.pdb
5CM,6OGK,0.9615,0.9374,25,1,1,74,2,8,,../MODNAP_AF3_models/5CM/6OGK/af_output/5cm_6ogk/5cm_6ogk_model.cif,../MODNAP/5CM/6OGK/5CM_6OGK.pdb
5CM,6R64,0.6351,0.8491,11,4,9,45,8,8,,../MODNAP_AF3_models/5CM/6R64/af_output/5cm_6r64/5cm_6r64_model.cif,../MODNAP/5CM/6R64/5CM_6R64.pdb
5CM,6T21,0.6745,0.9349,11,3,8,50,5,2,,../MODNAP_AF3_models/5CM/6T21/af_output/5cm_6t21/5cm_6t21_model.cif,../MODNAP/5CM/6T21/5CM_6T21.pdb
5CM,6X6E,1.0,0.9902,35,0,0,101,2,0,,../MODNAP_AF3_models/5CM/6X6E/af_output/5cm_6x6e/5cm_6x6e_model.cif,../MODNAP/5CM/6X6E/5CM_6X6E.pdb
5CM,6YKF,0.0,1.0,0,0,0,2,0,0,,../MODNAP_AF3_models/5CM/6YKF/af_output/5cm_6ykf/5cm_6ykf_model.cif,../MODNAP/5CM/6YKF/5CM_6YKF.pdb
5CM,6YMG,0.1961,0.2665,3,10,15,13,26,48,,../MODNAP_AF3_models/5CM/6YMG/af_output/5cm_6ymg/5cm_6ymg_model.cif,../MODNAP/5CM/6YMG/5CM_6YMG.pdb
5CM,7FEF,0.978,0.9222,22,1,0,65,4,7,,../MODNAP_AF3_models/5CM/7FEF/af_output/5cm_7fef/5cm_7fef_model.cif,../MODNAP/5CM/7FEF/5CM_7FEF.pdb
5CM,7FHJ,0.939,0.9041,23,2,1,66,7,7,,../MODNAP_AF3_models/5CM/7FHJ/af_output/5cm_7fhj/5cm_7fhj_model.cif,../MODNAP/5CM/7FHJ/5CM_7FHJ.pdb
5CM,7MWH,0.939,0.9041,23,2,1,66,7,7,,../MODNAP_AF3_models/5CM/7MWH/af_output/5cm_7mwh/5cm_7mwh_model.cif,../MODNAP/5CM/7MWH/5CM_7MWH.pdb
5CM,7MWK,1.0,0.9405,24,0,0,69,0,9,,../MODNAP_AF3_models/5CM/7MWK/af_output/5cm_7mwk/5cm_7mwk_model.cif,../MODNAP/5CM/7MWK/5CM_7MWK.pdb
5CM,7MWL,1.0,0.9545,22,0,0,63,3,3,,../MODNAP_AF3_models/5CM/7MWL/af_output/5cm_7mwl/5cm_7mwl_model.cif,../MODNAP/5CM/7MWL/5CM_7MWL.pdb
5CM,7MWM,1.0,0.9526,24,0,0,70,2,5,,../MODNAP_AF3_models/5CM/7MWM/af_output/5cm_7mwm/5cm_7mwm_model.cif,../MODNAP/5CM/7MWM/5CM_7MWM.pdb
5CM,7NX5,0.9667,0.9293,29,1,1,85,9,4,,../MODNAP_AF3_models/5CM/7NX5/af_output/5cm_7nx5/5cm_7nx5_model.cif,../MODNAP/5CM/7NX5/5CM_7NX5.pdb
5CM,7RAY,0.9789,0.9309,23,0,1,67,3,7,,../MODNAP_AF3_models/5CM/7RAY/af_output/5cm_7ray/5cm_7ray_model.cif,../MODNAP/5CM/7RAY/5CM_7RAY.pdb
5CM,7YUN,0.8489,0.9182,14,2,3,56,4,6,,../MODNAP_AF3_models/5CM/7YUN/af_output/5cm_7yun/5cm_7yun_model.cif,../MODNAP/5CM/7YUN/5CM_7YUN.pdb
5CM,8C56,0.9806,0.9757,25,1,0,80,3,1,,../MODNAP_AF3_models/5CM/8C56/af_output/5cm_8c56/5cm_8c56_model.cif,../MODNAP/5CM/8C56/5CM_8C56.pdb
5CM,8ENG,0.9062,0.8909,33,6,1,80,16,4,,../MODNAP_AF3_models/5CM/8ENG/af_output/5cm_8eng/5cm_8eng_model.cif,../MODNAP/5CM/8ENG/5CM_8ENG.pdb
5CM,8EO1,0.9199,0.8926,33,6,0,78,14,5,,../MODNAP_AF3_models/5CM/8EO1/af_output/5cm_8eo1/5cm_8eo1_model.cif,../MODNAP/5CM/8EO1/5CM_8EO1.pdb
5CM,8EO4,0.9153,0.8939,31,6,0,74,15,3,,../MODNAP_AF3_models/5CM/8EO4/af_output/5cm_8eo4/5cm_8eo4_model.cif,../MODNAP/5CM/8EO4/5CM_8EO4.pdb
5CM,8HTX,0.7826,0.8927,14,6,2,58,9,5,,../MODNAP_AF3_models/5CM/8HTX/af_output/5cm_8htx/5cm_8htx_model.cif,../MODNAP/5CM/8HTX/5CM_8HTX.pdb
5CM,8IK4,1.0,0.9901,16,0,0,50,0,1,,../MODNAP_AF3_models/5CM/8IK4/af_output/5cm_8ik4/5cm_8ik4_model.cif,../MODNAP/5CM/8IK4/5CM_8IK4.pdb
5CM,8RPX,0.7143,0.6076,5,2,2,12,14,3,,../MODNAP_AF3_models/5CM/8RPX/af_output/5cm_8rpx/5cm_8rpx_model.cif,../MODNAP/5CM/8RPX/5CM_8RPX.pdb
5CM,8TLJ,0.3706,0.4426,5,21,2,24,60,11,,../MODNAP_AF3_models/5CM/8TLJ/af_output/5cm_8tlj/5cm_8tlj_model.cif,../MODNAP/5CM/8TLJ/5CM_8TLJ.pdb
5CM,8TLK,0.2965,0.3977,4,22,3,22,68,12,,../MODNAP_AF3_models/5CM/8TLK/af_output/5cm_8tlk/5cm_8tlk_model.cif,../MODNAP/5CM/8TLK/5CM_8TLK.pdb
5CM,8XPA,0.8006,0.9416,10,3,2,32,3,1,,../MODNAP_AF3_models/5CM/8XPA/af_output/5cm_8xpa/5cm_8xpa_model.cif,../MODNAP/5CM/8XPA/5CM_8XPA.pdb
5CM,8YV8,0.9614,0.9523,373,12,18,1069,54,53,,../MODNAP_AF3_models/5CM/8YV8/af_output/5cm_8yv8/5cm_8yv8_model.cif,../MODNAP/5CM/8YV8/5CM_8YV8.pdb
5CM,9K7R,0.0,0.9832,0,0,0,29,0,1,,../MODNAP_AF3_models/5CM/9K7R/af_output/5cm_9k7r/5cm_9k7r_model.cif,../MODNAP/5CM/9K7R/5CM_9K7R.pdb
5CM,9K8Z,0.0,0.9655,0,0,0,28,1,1,,../MODNAP_AF3_models/5CM/9K8Z/af_output/5cm_9k8z/5cm_9k8z_model.cif,../MODNAP/5CM/9K8Z/5CM_9K8Z.pdb
5CM,9KKZ,0.0,0.9832,0,0,0,29,0,1,,../MODNAP_AF3_models/5CM/9KKZ/af_output/5cm_9kkz/5cm_9kkz_model.cif,../MODNAP/5CM/9KKZ/5CM_9KKZ.pdb
5CM,9KL1,0.0,0.9655,0,0,0,28,1,1,,../MODNAP_AF3_models/5CM/9KL1/af_output/5cm_9kl1/5cm_9kl1_model.cif,../MODNAP/5CM/9KL1/5CM_9KL1.pdb
5FC,1VE8,0.9608,0.9437,24,0,2,67,4,4,,../MODNAP_AF3_models/5FC/1VE8/af_output/5fc_1ve8/5fc_1ve8_model.cif,../MODNAP/5FC/1VE8/5FC_1VE8.pdb
5FC,4QC7,0.9798,0.9641,24,0,1,67,3,2,,../MODNAP_AF3_models/5FC/4QC7/af_output/5fc_4qc7/5fc_4qc7_model.cif,../MODNAP/5FC/4QC7/5FC_4QC7.pdb
5FC,4QKK,1.0,0.9847,6,0,0,32,0,1,,../MODNAP_AF3_models/5FC/4QKK/af_output/5fc_4qkk/5fc_4qkk_model.cif,../MODNAP/5FC/4QKK/5FC_4QKK.pdb
5FC,4R2D,0.9747,0.9808,19,0,1,51,1,1,,../MODNAP_AF3_models/5FC/4R2D/af_output/5fc_4r2d/5fc_4r2d_model.cif,../MODNAP/5FC/4R2D/5FC_4R2D.pdb
5FC,4R2Q,0.8944,0.9238,16,4,0,48,6,2,,../MODNAP_AF3_models/5FC/4R2Q/af_output/5fc_4r2q/5fc_4r2q_model.cif,../MODNAP/5FC/4R2Q/5FC_4R2Q.pdb
5FC,5KL4,0.9701,0.9806,16,0,1,50,0,2,,../MODNAP_AF3_models/5FC/5KL4/af_output/5fc_5kl4/5fc_5kl4_model.cif,../MODNAP/5FC/5KL4/5FC_5KL4.pdb
5FC,5MVU,1.0,0.902,6,0,0,27,5,1,,../MODNAP_AF3_models/5FC/5MVU/af_output/5fc_5mvu/5fc_5mvu_model.cif,../MODNAP/5FC/5MVU/5FC_5MVU.pdb
5FC,5ZAS,0.8971,0.8971,13,1,2,26,2,4,,../MODNAP_AF3_models/5FC/5ZAS/af_output/5fc_5zas/5fc_5zas_model.cif,../MODNAP/5FC/5ZAS/5FC_5ZAS.pdb
5FC,6GCE,0.8603,0.9924,15,1,4,65,1,0,,../MODNAP_AF3_models/5FC/6GCE/af_output/5fc_6gce/5fc_6gce_model.cif,../MODNAP/5FC/6GCE/5FC_6GCE.pdb
5FU,2E9T,1.0,1.0,15,0,0,23,0,0,,../MODNAP_AF3_models/5FU/2E9T/af_output/5fu_2e9t/5fu_2e9t_model.cif,../MODNAP/5FU/2E9T/5FU_2E9T.pdb
5HU,4E9H,0.9364,0.9635,22,1,2,66,2,3,,../MODNAP_AF3_models/5HU/4E9H/af_output/5hu_4e9h/5hu_4e9h_model.cif,../MODNAP/5HU/4E9H/5HU_4E9H.pdb
5HU,4EA4,0.9789,0.9706,23,0,1,66,2,2,,../MODNAP_AF3_models/5HU/4EA4/af_output/5hu_4ea4/5hu_4ea4_model.cif,../MODNAP/5HU/4EA4/5HU_4EA4.pdb
5HU,4EW0,1.0,0.959,17,0,0,58,1,4,,../MODNAP_AF3_models/5HU/4EW0/af_output/5hu_4ew0/5hu_4ew0_model.cif,../MODNAP/5HU/4EW0/5HU_4EW0.pdb
5IU,1A6Y,0.9701,0.9694,48,0,3,142,2,7,,../MODNAP_AF3_models/5IU/1A6Y/af_output/5iu_1a6y/5iu_1a6y_model.cif,../MODNAP/5IU/1A6Y/5IU_1A6Y.pdb
5IU,1AIS,0.9877,0.9823,40,0,1,83,2,1,,../MODNAP_AF3_models/5IU/1AIS/af_output/5iu_1ais/5iu_1ais_model.cif,../MODNAP/5IU/1AIS/5IU_1AIS.pdb
5IU,1BF4,1.0,1.0,11,0,0,39,0,0,,../MODNAP_AF3_models/5IU/1BF4/af_output/5iu_1bf4/5iu_1bf4_model.cif,../MODNAP/5IU/1BF4/5IU_1BF4.pdb
5IU,1CKT,0.9601,0.9651,36,1,2,96,1,6,,../MODNAP_AF3_models/5IU/1CKT/af_output/5iu_1ckt/5iu_1ckt_model.cif,../MODNAP/5IU/1CKT/5IU_1CKT.pdb
5IU,1GA5,0.7213,0.7624,32,9,16,101,16,49,,../MODNAP_AF3_models/5IU/1GA5/af_output/5iu_1ga5/5iu_1ga5_model.cif,../MODNAP/5IU/1GA5/5IU_1GA5.pdb
5IU,1JJ6,0.9843,0.9882,31,1,0,83,2,0,,../MODNAP_AF3_models/5IU/1JJ6/af_output/5iu_1jj6/5iu_1jj6_model.cif,../MODNAP/5IU/1JJ6/5IU_1JJ6.pdb
5IU,1JJ8,1.0,0.9829,34,0,0,86,2,1,,../MODNAP_AF3_models/5IU/1JJ8/af_output/5iu_1jj8/5iu_1jj8_model.cif,../MODNAP/5IU/1JJ8/5IU_1JJ8.pdb
5IU,1K61,0.9232,0.9129,48,5,3,131,14,11,,../MODNAP_AF3_models/5IU/1K61/af_output/5iu_1k61/5iu_1k61_model.cif,../MODNAP/5IU/1K61/5IU_1K61.pdb
5IU,1LEI,0.938,0.9627,30,3,1,90,5,2,,../MODNAP_AF3_models/5IU/1LEI/af_output/5iu_1lei/5iu_1lei_model.cif,../MODNAP/5IU/1LEI/5IU_1LEI.pdb
5IU,1OMK,0.8944,0.896,8,0,2,17,1,3,,../MODNAP_AF3_models/5IU/1OMK/af_output/5iu_1omk/5iu_1omk_model.cif,../MODNAP/5IU/1OMK/5IU_1OMK.pdb
5IU,1P59,0.9393,0.963,15,2,0,39,2,1,,../MODNAP_AF3_models/5IU/1P59/af_output/5iu_1p59/5iu_1p59_model.cif,../MODNAP/5IU/1P59/5IU_1P59.pdb
5IU,1ZME,1.0,0.9899,38,0,0,98,0,2,,../MODNAP_AF3_models/5IU/1ZME/af_output/5iu_1zme/5iu_1zme_model.cif,../MODNAP/5IU/1ZME/5IU_1ZME.pdb
5IU,2BSQ,0.9525,0.9662,88,9,0,227,13,3,,../MODNAP_AF3_models/5IU/2BSQ/af_output/5iu_2bsq/5iu_2bsq_model.cif,../MODNAP/5IU/2BSQ/5IU_2BSQ.pdb
5IU,2H1O,0.5126,0.8777,34,16,54,201,27,29,,../MODNAP_AF3_models/5IU/2H1O/af_output/5iu_2h1o/5iu_2h1o_model.cif,../MODNAP/5IU/2H1O/5IU_2H1O.pdb
5IU,2IRF,0.9615,0.9646,25,1,1,68,2,3,,../MODNAP_AF3_models/5IU/2IRF/af_output/5iu_2irf/5iu_2irf_model.cif,../MODNAP/5IU/2IRF/5IU_2IRF.pdb
5IU,2NLL,0.9783,0.976,45,1,1,122,3,3,,../MODNAP_AF3_models/5IU/2NLL/af_output/5iu_2nll/5iu_2nll_model.cif,../MODNAP/5IU/2NLL/5IU_2NLL.pdb
5IU,2Q2K,0.4472,0.5533,3,12,0,15,34,0,,../MODNAP_AF3_models/5IU/2Q2K/af_output/5iu_2q2k/5iu_2q2k_model.cif,../MODNAP/5IU/2Q2K/5IU_2Q2K.pdb
5IU,2RAM,0.9623,0.9528,50,4,0,119,11,1,,../MODNAP_AF3_models/5IU/2RAM/af_output/5iu_2ram/5iu_2ram_model.cif,../MODNAP/5IU/2RAM/5IU_2RAM.pdb
5IU,3BSU,0.7559,0.7723,6,1,3,37,8,14,,../MODNAP_AF3_models/5IU/3BSU/af_output/5iu_3bsu/5iu_3bsu_model.cif,../MODNAP/5IU/3BSU/5IU_3BSU.pdb
5IU,454D,1.0,0.9733,12,0,0,36,0,2,,../MODNAP_AF3_models/5IU/454D/af_output/5iu_454d/5iu_454d_model.cif,../MODNAP/5IU/454D/5IU_454D.pdb
5IU,4GRE,0.8468,0.6667,16,5,1,35,17,18,,../MODNAP_AF3_models/5IU/4GRE/af_output/5iu_4gre/5iu_4gre_model.cif,../MODNAP/5IU/4GRE/5IU_4GRE.pdb
5IU,4GS2,0.8468,0.6864,16,5,1,35,17,15,,../MODNAP_AF3_models/5IU/4GS2/af_output/5iu_4gs2/5iu_4gs2_model.cif,../MODNAP/5IU/4GS2/5IU_4GS2.pdb
5IU,6UKE,0.5727,0.7957,9,4,10,58,11,19,,../MODNAP_AF3_models/5IU/6UKE/af_output/5iu_6uke/5iu_6uke_model.cif,../MODNAP/5IU/6UKE/5IU_6UKE.pdb
5IU,6UKF,1.0,0.9733,20,0,0,73,2,2,,../MODNAP_AF3_models/5IU/6UKF/af_output/5iu_6ukf/5iu_6ukf_model.cif,../MODNAP/5IU/6UKF/5IU_6UKF.pdb
5MC,6A6J,0.0,1.0,0,0,0,1,0,0,,../MODNAP_AF3_models/5MC/6A6J/af_output/5mc_6a6j/5mc_6a6j_model.cif,../MODNAP/5MC/6A6J/5MC_6A6J.pdb
5MC,7F3I,0.0,1.0,0,0,0,1,0,0,,../MODNAP_AF3_models/5MC/7F3I/af_output/5mc_7f3i/5mc_7f3i_model.cif,../MODNAP/5MC/7F3I/5MC_7F3I.pdb
5MC,7F3J,0.0,0.0,0,0,1,0,1,2,,../MODNAP_AF3_models/5MC/7F3J/af_output/5mc_7f3j/5mc_7f3j_model.cif,../MODNAP/5MC/7F3J/5MC_7F3J.pdb
5MC,7F3K,0.0,0.5,0,0,1,1,0,3,,../MODNAP_AF3_models/5MC/7F3K/af_output/5mc_7f3k/5mc_7f3k_model.cif,../MODNAP/5MC/7F3K/5MC_7F3K.pdb
5MU,1H4S,0.9167,0.9091,77,8,6,170,15,19,,../MODNAP_AF3_models/5MU/1H4S/af_output/5mu_1h4s/5mu_1h4s_model.cif,../MODNAP/5MU/1H4S/5MU_1H4S.pdb
5MU,1I9V,0.9484,0.9431,82,7,2,190,15,8,,../MODNAP_AF3_models/5MU/1I9V/af_output/5mu_1i9v/5mu_1i9v_model.cif,../MODNAP/5MU/1I9V/5MU_1I9V.pdb
5MU,3BT7,0.9759,0.9864,20,0,1,36,0,1,,../MODNAP_AF3_models/5MU/3BT7/af_output/5mu_3bt7/5mu_3bt7_model.cif,../MODNAP/5MU/3BT7/5MU_3BT7.pdb
5NC,10MH,1.0,0.9682,21,0,0,60,4,0,,../MODNAP_AF3_models/5NC/10MH/af_output/5nc_10mh/5nc_10mh_model.cif,../MODNAP/5NC/10MH/5NC_10MH.pdb
5SE,3IJN,1.0,1.0,6,0,0,18,0,0,,../MODNAP_AF3_models/5SE/3IJN/af_output/5se_3ijn/5se_3ijn_model.cif,../MODNAP/5SE/3IJN/5SE_3IJN.pdb
64T,3CVU,0.9826,0.9477,28,0,1,72,2,6,,../MODNAP_AF3_models/64T/3CVU/af_output/64t_3cvu/64t_3cvu_model.cif,../MODNAP/64T/3CVU/64T_3CVU.pdb
64T,3CVV,0.9649,0.9494,27,0,2,74,1,7,,../MODNAP_AF3_models/64T/3CVV/af_output/64t_3cvv/64t_3cvv_model.cif,../MODNAP/64T/3CVV/64T_3CVV.pdb
64T,3CVW,0.9456,0.9404,26,1,2,71,4,5,,../MODNAP_AF3_models/64T/3CVW/af_output/64t_3cvw/64t_3cvw_model.cif,../MODNAP/64T/3CVW/64T_3CVW.pdb
64T,3CVX,0.9636,0.9406,26,2,0,71,3,6,,../MODNAP_AF3_models/64T/3CVX/af_output/64t_3cvx/64t_3cvx_model.cif,../MODNAP/64T/3CVX/64T_3CVX.pdb
64T,4GLE,0.936,0.9708,29,1,3,83,2,3,,../MODNAP_AF3_models/64T/4GLE/af_output/64t_4gle/64t_4gle_model.cif,../MODNAP/64T/4GLE/64T_4GLE.pdb
64T,6FN0,0.9832,0.974,29,0,1,75,2,2,,../MODNAP_AF3_models/64T/6FN0/af_output/64t_6fn0/64t_6fn0_model.cif,../MODNAP/64T/6FN0/64T_6FN0.pdb
6MA,1DA3,0.8944,0.9545,8,0,2,52,1,4,,../MODNAP_AF3_models/6MA/1DA3/af_output/6ma_1da3/6ma_1da3_model.cif,../MODNAP/6MA/1DA3/6MA_1DA3.pdb
6MA,1G38,0.9682,0.9818,15,0,1,54,1,1,,../MODNAP_AF3_models/6MA/1G38/af_output/6ma_1g38/6ma_1g38_model.cif,../MODNAP/6MA/1G38/6MA_1G38.pdb
6MA,1J3E,1.0,0.9848,22,0,0,65,1,1,,../MODNAP_AF3_models/6MA/1J3E/af_output/6ma_1j3e/6ma_1j3e_model.cif,../MODNAP/6MA/1J3E/6MA_1J3E.pdb
6MA,1LRR,0.9623,0.9571,25,0,2,78,3,4,,../MODNAP_AF3_models/6MA/1LRR/af_output/6ma_1lrr/6ma_1lrr_model.cif,../MODNAP/6MA/1LRR/6MA_1LRR.pdb
6MA,2AOR,0.9895,0.9908,47,0,1,161,0,3,,../MODNAP_AF3_models/6MA/2AOR/af_output/6ma_2aor/6ma_2aor_model.cif,../MODNAP/6MA/2AOR/6MA_2AOR.pdb
6MA,2IBS,0.9661,0.9715,14,0,1,51,2,1,,../MODNAP_AF3_models/6MA/2IBS/af_output/6ma_2ibs/6ma_2ibs_model.cif,../MODNAP/6MA/2IBS/6MA_2IBS.pdb
6MA,2IBT,1.0,0.9893,14,0,0,46,1,0,,../MODNAP_AF3_models/6MA/2IBT/af_output/6ma_2ibt/6ma_2ibt_model.cif,../MODNAP/6MA/2IBT/6MA_2IBT.pdb
6MA,2IH2,0.9661,0.9689,14,1,0,46,3,0,,../MODNAP_AF3_models/6MA/2IH2/af_output/6ma_2ih2/6ma_2ih2_model.cif,../MODNAP/6MA/2IH2/6MA_2IH2.pdb
6MA,2IH4,1.0,1.0,15,0,0,49,0,0,,../MODNAP_AF3_models/6MA/2IH4/af_output/6ma_2ih4/6ma_2ih4_model.cif,../MODNAP/6MA/2IH4/6MA_2IH4.pdb
6MA,2IH5,0.9661,0.9697,14,0,1,48,1,2,,../MODNAP_AF3_models/6MA/2IH5/af_output/6ma_2ih5/6ma_2ih5_model.cif,../MODNAP/6MA/2IH5/6MA_2IH5.pdb
6MA,2JG3,0.9682,0.9818,15,0,1,54,1,1,,../MODNAP_AF3_models/6MA/2JG3/af_output/6ma_2jg3/6ma_2jg3_model.cif,../MODNAP/6MA/2JG3/6MA_2JG3.pdb
6MA,2NP6,0.9636,0.9715,13,0,1,51,1,2,,../MODNAP_AF3_models/6MA/2NP6/af_output/6ma_2np6/6ma_2np6_model.cif,../MODNAP/6MA/2NP6/6MA_2NP6.pdb
6MA,2NP7,1.0,0.9792,14,0,0,47,1,1,,../MODNAP_AF3_models/6MA/2NP7/af_output/6ma_2np7/6ma_2np7_model.cif,../MODNAP/6MA/2NP7/6MA_2NP7.pdb
6MA,4DNB,1.0,0.9652,22,0,0,69,4,1,,../MODNAP_AF3_models/6MA/4DNB/af_output/6ma_4dnb/6ma_4dnb_model.cif,../MODNAP/6MA/4DNB/6MA_4DNB.pdb
6MA,4KYW,0.9015,0.8924,32,3,4,87,9,12,,../MODNAP_AF3_models/6MA/4KYW/af_output/6ma_4kyw/6ma_4kyw_model.cif,../MODNAP/6MA/4KYW/6MA_4KYW.pdb
6MA,5YIV,1.0,0.9874,12,0,0,39,1,0,,../MODNAP_AF3_models/6MA/5YIV/af_output/6ma_5yiv/6ma_5yiv_model.cif,../MODNAP/6MA/5YIV/6MA_5YIV.pdb
6MA,5YIW,0.9428,0.9594,16,2,0,47,3,1,,../MODNAP_AF3_models/6MA/5YIW/af_output/6ma_5yiw/6ma_5yiw_model.cif,../MODNAP/6MA/5YIW/6MA_5YIW.pdb
6MA,6WE9,0.8165,0.5714,2,1,0,4,3,3,,../MODNAP_AF3_models/6MA/6WE9/af_output/6ma_6we9/6ma_6we9_model.cif,../MODNAP/6MA/6WE9/6MA_6WE9.pdb
6MA,6WEA,1.0,1.0,1,0,0,6,0,0,,../MODNAP_AF3_models/6MA/6WEA/af_output/6ma_6wea/6ma_6wea_model.cif,../MODNAP/6MA/6WEA/6MA_6WEA.pdb
6MA,7L4X,0.9129,0.9129,5,1,0,10,2,0,,../MODNAP_AF3_models/6MA/7L4X/af_output/6ma_7l4x/6ma_7l4x_model.cif,../MODNAP/6MA/7L4X/6MA_7L4X.pdb
6MA,7L4Y,0.7698,0.7502,16,11,0,43,30,2,,../MODNAP_AF3_models/6MA/7L4Y/af_output/6ma_7l4y/6ma_7l4y_model.cif,../MODNAP/6MA/7L4Y/6MA_7L4Y.pdb
6MA,8W2Q,0.779,0.7691,88,28,22,238,66,77,,../MODNAP_AF3_models/6MA/8W2Q/af_output/6ma_8w2q/6ma_8w2q_model.cif,../MODNAP/6MA/8W2Q/6MA_8W2Q.pdb
6MZ,4R3I,1.0,1.0,1,0,0,1,0,0,,../MODNAP_AF3_models/6MZ/4R3I/af_output/6mz_4r3i/6mz_4r3i_model.cif,../MODNAP/6MZ/4R3I/6MZ_4R3I.pdb
6MZ,4RCJ,0.7071,0.7071,1,1,0,1,1,0,,../MODNAP_AF3_models/6MZ/4RCJ/af_output/6mz_4rcj/6mz_4rcj_model.cif,../MODNAP/6MZ/4RCJ/6MZ_4RCJ.pdb
6MZ,5LQT,0.8,0.7184,16,4,4,20,11,5,,../MODNAP_AF3_models/6MZ/5LQT/af_output/6mz_5lqt/6mz_5lqt_model.cif,../MODNAP/6MZ/5LQT/6MZ_5LQT.pdb
6MZ,5LR4,1.0,0.9509,20,0,0,29,2,1,,../MODNAP_AF3_models/6MZ/5LR4/af_output/6mz_5lr4/6mz_5lr4_model.cif,../MODNAP/6MZ/5LR4/6MZ_5LR4.pdb
6MZ,5LR5,0.9661,0.8954,14,0,1,21,4,1,,../MODNAP_AF3_models/6MZ/5LR5/af_output/6mz_5lr5/6mz_5lr5_model.cif,../MODNAP/6MZ/5LR5/6MZ_5LR5.pdb
6MZ,6Q8U,0.4583,0.5814,5,12,2,17,28,2,,../MODNAP_AF3_models/6MZ/6Q8U/af_output/6mz_6q8u/6mz_6q8u_model.cif,../MODNAP/6MZ/6Q8U/6MZ_6Q8U.pdb
6MZ,6Q8V,0.9636,0.9773,13,1,0,43,1,1,,../MODNAP_AF3_models/6MZ/6Q8V/af_output/6mz_6q8v/6mz_6q8v_model.cif,../MODNAP/6MZ/6Q8V/6MZ_6Q8V.pdb
6MZ,7PO6,0.0,0.0,0,0,0,0,0,0,,../MODNAP_AF3_models/6MZ/7PO6/af_output/6mz_7po6/6mz_7po6_model.cif,../MODNAP/6MZ/7PO6/6MZ_7PO6.pdb
6MZ,7V4G,1.0,0.7071,1,0,0,1,0,1,,../MODNAP_AF3_models/6MZ/7V4G/af_output/6mz_7v4g/6mz_7v4g_model.cif,../MODNAP/6MZ/7V4G/6MZ_7V4G.pdb
6MZ,7WKV,1.0,0.7071,1,0,0,1,0,1,,../MODNAP_AF3_models/6MZ/7WKV/af_output/6mz_7wkv/6mz_7wkv_model.cif,../MODNAP/6MZ/7WKV/6MZ_7WKV.pdb
6MZ,7WL0,0.4472,0.3333,2,3,2,2,4,4,,../MODNAP_AF3_models/6MZ/7WL0/af_output/6mz_7wl0/6mz_7wl0_model.cif,../MODNAP/6MZ/7WL0/6MZ_7WL0.pdb
6MZ,7Z26,0.0,0.0,0,1,0,0,1,0,,../MODNAP_AF3_models/6MZ/7Z26/af_output/6mz_7z26/6mz_7z26_model.cif,../MODNAP/6MZ/7Z26/6MZ_7Z26.pdb
6OG,153D,0.9798,0.9646,24,0,1,68,2,3,,../MODNAP_AF3_models/6OG/153D/af_output/6og_153d/6og_153d_model.cif,../MODNAP/6OG/153D/6OG_153D.pdb
6OG,1D24,0.9354,0.8944,7,1,0,12,3,0,,../MODNAP_AF3_models/6OG/1D24/af_output/6og_1d24/6og_1d24_model.cif,../MODNAP/6OG/1D24/6OG_1D24.pdb
6OG,1D27,0.9583,0.951,23,1,1,67,6,1,,../MODNAP_AF3_models/6OG/1D27/af_output/6og_1d27/6og_1d27_model.cif,../MODNAP/6OG/1D27/6OG_1D27.pdb
6OG,218D,0.8853,0.8927,23,4,2,62,10,5,,../MODNAP_AF3_models/6OG/218D/af_output/6og_218d/6og_218d_model.cif,../MODNAP/6OG/218D/6OG_218D.pdb
6OG,2J6S,1.0,0.9886,38,0,0,86,2,0,,../MODNAP_AF3_models/6OG/2J6S/af_output/6og_2j6s/6og_2j6s_model.cif,../MODNAP/6OG/2J6S/6OG_2J6S.pdb
6OG,2J6T,0.9733,0.982,36,0,2,81,0,3,,../MODNAP_AF3_models/6OG/2J6T/af_output/6og_2j6t/6og_2j6t_model.cif,../MODNAP/6OG/2J6T/6OG_2J6T.pdb
6OG,2J6U,0.974,0.9486,37,2,0,83,5,4,,../MODNAP_AF3_models/6OG/2J6U/af_output/6og_2j6u/6og_2j6u_model.cif,../MODNAP/6OG/2J6U/6OG_2J6U.pdb
6OG,3GX4,1.0,0.9737,22,0,0,73,4,0,,../MODNAP_AF3_models/6OG/3GX4/af_output/6og_3gx4/6og_3gx4_model.cif,../MODNAP/6OG/3GX4/6OG_3GX4.pdb
6OG,4NXZ,1.0,0.9837,31,0,0,90,3,0,,../MODNAP_AF3_models/6OG/4NXZ/af_output/6og_4nxz/6og_4nxz_model.cif,../MODNAP/6OG/4NXZ/6OG_4NXZ.pdb
